key	en_us	zh_cn	zh_hk	zh_tw	lzh	ja_jp	ko_kr	vi_vn
block.minecraft.light_blue_banner	Light Blue Banner	淡蓝色旗帜	淺藍色橫額	淺藍色旗幟	縹旗	空色の旗	하늘색 현수막	Cờ hiệu xanh nước biển nhạt
block.minecraft.light_blue_bed	Light Blue Bed	淡蓝色床	淺藍色牀	淺藍色床	縹床	空色のベッド	하늘색 침대	Giường xanh nước biển nhạt
block.minecraft.light_blue_candle	Light Blue Candle	淡蓝色蜡烛	淺藍色蠟燭	淺藍色蠟燭	縹燭	空色のろうそく	하늘색 초	Nến xanh nước biển nhạt
block.minecraft.light_blue_candle_cake	Cake with Light Blue Candle	插上淡蓝色蜡烛的蛋糕	插上淺藍色蠟燭的蛋糕	插上淺藍色蠟燭的蛋糕	縹燭之洋糕	空色のろうそくが立てられたケーキ	하늘색 초를 꽂은 케이크	Bánh ngọt có nến xanh nước biển nhạt
block.minecraft.light_blue_carpet	Light Blue Carpet	淡蓝色地毯	淺藍色地氈	淺藍色地毯	縹氍毹	空色のカーペット	하늘색 양탄자	Thảm xanh nước biển nhạt
block.minecraft.light_blue_concrete	Light Blue Concrete	淡蓝色混凝土	淺藍色混凝土	淺藍色混凝土	縹砼	空色のコンクリート	하늘색 콘크리트	Bê tông xanh nước biển nhạt
block.minecraft.light_blue_concrete_powder	Light Blue Concrete Powder	淡蓝色混凝土粉末	淺藍色混凝土粉末	淺藍色混凝土粉末	縹砼粉	空色のコンクリートパウダー	하늘색 콘크리트 가루	Bột bê tông xanh nước biển nhạt
block.minecraft.light_blue_glazed_terracotta	Light Blue Glazed Terracotta	淡蓝色带釉陶瓦	淺藍色釉陶	淺藍色釉陶	縹釉陶	空色の彩釉テラコッタ	하늘색 유광 테라코타	Đất nung tráng men xanh nước biển nhạt
block.minecraft.light_blue_shulker_box	Light Blue Shulker Box	淡蓝色潜影盒	淺藍色界伏盒	淺藍色界伏盒	縹贆櫝	空色のシュルカーボックス	하늘색 셜커 상자	Hộp Shulker xanh nước biển nhạt
block.minecraft.light_blue_stained_glass	Light Blue Stained Glass	淡蓝色染色玻璃	淺藍色染色玻璃	淺藍色玻璃	縹琉璃	空色の色付きガラス	하늘색 색유리	Thủy tinh được nhuộm xanh nước biển nhạt
block.minecraft.light_blue_stained_glass_pane	Light Blue Stained Glass Pane	淡蓝色染色玻璃板	淺藍色染色玻璃片	淺藍色玻璃片	縹琉璃嵌板	空色の色付きガラス板	하늘색 색유리 판	Tấm thủy tinh được nhuộm xanh nước biển nhạt
block.minecraft.light_blue_terracotta	Light Blue Terracotta	淡蓝色陶瓦	淺藍色陶瓦	淺藍色陶土	縹陶	空色のテラコッタ	하늘색 테라코타	Đất nung xanh nước biển nhạt
block.minecraft.light_blue_wool	Light Blue Wool	淡蓝色羊毛	淺藍色羊毛	淺藍色羊毛	縹羊毛	空色の羊毛	하늘색 양털	Len xanh nhạt
block.minecraft.light_gray_banner	Light Gray Banner	淡灰色旗帜	淺灰色橫額	淺灰色旗幟	蒼旗	薄灰色の旗	회백색 현수막	Cờ hiệu xám nhạt
block.minecraft.light_gray_bed	Light Gray Bed	淡灰色床	淺灰色牀	淺灰色床	蒼床	薄灰色のベッド	회백색 침대	Giường xám nhạt
block.minecraft.light_gray_candle	Light Gray Candle	淡灰色蜡烛	淺灰色蠟燭	淺灰色蠟燭	蒼燭	薄灰色のろうそく	회백색 초	Nến xám nhạt
block.minecraft.light_gray_candle_cake	Cake with Light Gray Candle	插上淡灰色蜡烛的蛋糕	插上淺灰色蠟燭的蛋糕	插上淺灰色蠟燭的蛋糕	蒼燭之洋糕	薄灰色のろうそくが立てられたケーキ	회백색 초를 꽂은 케이크	Bánh ngọt có nến xám nhạt
block.minecraft.light_gray_carpet	Light Gray Carpet	淡灰色地毯	淺灰色地氈	淺灰色地毯	蒼氍毹	薄灰色のカーペット	회백색 양탄자	Thảm xám nhạt
block.minecraft.light_gray_concrete	Light Gray Concrete	淡灰色混凝土	淺灰色混凝土	淺灰色混凝土	蒼砼	薄灰色のコンクリート	회백색 콘크리트	Bê tông xám nhạt
block.minecraft.light_gray_concrete_powder	Light Gray Concrete Powder	淡灰色混凝土粉末	淺灰色混凝土粉末	淺灰色混凝土粉末	蒼砼粉	薄灰色のコンクリートパウダー	회백색 콘크리트 가루	Bột bê tông xám nhạt
block.minecraft.light_gray_glazed_terracotta	Light Gray Glazed Terracotta	淡灰色带釉陶瓦	淺灰色釉陶	淺灰色釉陶	蒼釉陶	薄灰色の彩釉テラコッタ	회백색 유광 테라코타	Đất nung tráng men xám nhạt
block.minecraft.light_gray_shulker_box	Light Gray Shulker Box	淡灰色潜影盒	淺灰色界伏盒	淺灰色界伏盒	蒼贆櫝	薄灰色のシュルカーボックス	회백색 셜커 상자	Hộp Shulker xám nhạt
block.minecraft.light_gray_stained_glass	Light Gray Stained Glass	淡灰色染色玻璃	淺灰色染色玻璃	淺灰色玻璃	蒼琉璃	薄灰色の色付きガラス	회백색 색유리	Thủy tinh được nhuộm xám nhạt
block.minecraft.light_gray_stained_glass_pane	Light Gray Stained Glass Pane	淡灰色染色玻璃板	淺灰色染色玻璃片	淺灰色玻璃片	蒼琉璃嵌板	薄灰色の色付きガラス板	회백색 색유리 판	Tấm thủy tinh được nhuộm xám nhạt
block.minecraft.light_gray_terracotta	Light Gray Terracotta	淡灰色陶瓦	淺灰色陶瓦	淺灰色陶土	蒼陶	薄灰色のテラコッタ	회백색 테라코타	Đất nung xám nhạt
block.minecraft.light_gray_wool	Light Gray Wool	淡灰色羊毛	淺灰色羊毛	淺灰色羊毛	蒼羊毛	薄灰色の羊毛	회백색 양털	Len xám nhạt
block.minecraft.light_weighted_pressure_plate	Light Weighted Pressure Plate	轻质测重压力板	輕質測重壓力板	輕質測重壓力板	輕踏板	軽量用感圧板	경형 무게 압력판	Đĩa cảm biến áp lực nhẹ
block.minecraft.lightning_rod	Lightning Rod	避雷针	避雷針	避雷針	引雷桿	避雷針	피뢰침	Cột thu lôi
block.minecraft.lilac	Lilac	丁香	紫丁香	紫丁香	丁香	ライラック	라일락	Tử đinh hương
block.minecraft.lily_of_the_valley	Lily of the Valley	铃兰	鈴蘭	鈴蘭	鈴蘭	スズラン	은방울꽃	Linh lan
block.minecraft.lily_pad	Lily Pad	睡莲	荷葉	荷葉	蓮葉	スイレンの葉	수련잎	Lá súng
block.minecraft.lime_banner	Lime Banner	黄绿色旗帜	淺綠色橫額	淺綠色旗幟	翠旗	黄緑色の旗	연두색 현수막	Cờ hiệu xanh lá mạ
block.minecraft.lime_bed	Lime Bed	黄绿色床	淺綠色牀	淺綠色床	翠床	黄緑色のベッド	연두색 침대	Giường xanh lá mạ
block.minecraft.lime_candle	Lime Candle	黄绿色蜡烛	淺綠色蠟燭	淺綠色蠟燭	翠燭	黄緑色のろうそく	연두색 초	Nến xanh lá mạ
block.minecraft.lime_candle_cake	Cake with Lime Candle	插上黄绿色蜡烛的蛋糕	插上淺綠色蠟燭的蛋糕	插上淺綠色蠟燭的蛋糕	翠燭之洋糕	黄緑色のろうそくが立てられたケーキ	연두색 초를 꽂은 케이크	Bánh ngọt có nến xanh lá mạ
block.minecraft.lime_carpet	Lime Carpet	黄绿色地毯	淺綠色地氈	淺綠色地毯	翠氍毹	黄緑色のカーペット	연두색 양탄자	Thảm xanh lá mạ
block.minecraft.lime_concrete	Lime Concrete	黄绿色混凝土	淺綠色混凝土	淺綠色混凝土	翠砼	黄緑色のコンクリート	연두색 콘크리트	Bê tông xanh lá mạ
block.minecraft.lime_concrete_powder	Lime Concrete Powder	黄绿色混凝土粉末	淺綠色混凝土粉末	淺綠色混凝土粉末	翠砼粉	黄緑色のコンクリートパウダー	연두색 콘크리트 가루	Bột bê tông xanh lá mạ
block.minecraft.lime_glazed_terracotta	Lime Glazed Terracotta	黄绿色带釉陶瓦	淺綠色釉陶	淺綠色釉陶	翠釉陶	黄緑色の彩釉テラコッタ	연두색 유광 테라코타	Đất nung tráng men xanh lá mạ
block.minecraft.lime_shulker_box	Lime Shulker Box	黄绿色潜影盒	淺綠色界伏盒	淺綠色界伏盒	翠贆櫝	黄緑色のシュルカーボックス	연두색 셜커 상자	Hộp Shulker xanh lá mạ
block.minecraft.lime_stained_glass	Lime Stained Glass	黄绿色染色玻璃	淺綠色染色玻璃	淺綠色玻璃	翠琉璃	黄緑色の色付きガラス	연두색 색유리	Thủy tinh được nhuộm xanh lá mạ
block.minecraft.lime_stained_glass_pane	Lime Stained Glass Pane	黄绿色染色玻璃板	淺綠色染色玻璃片	淺綠色玻璃片	翠琉璃嵌板	黄緑色の色付きガラス板	연두색 색유리 판	Tấm thủy tinh được nhuộm xanh lá mạ
block.minecraft.lime_terracotta	Lime Terracotta	黄绿色陶瓦	淺綠色陶瓦	淺綠色陶土	翠陶	黄緑色のテラコッタ	연두색 테라코타	Đất nung xanh lá mạ
block.minecraft.lime_wool	Lime Wool	黄绿色羊毛	淺綠色羊毛	淺綠色羊毛	翠羊毛	黄緑色の羊毛	연두색 양털	Len xanh lá mạ
block.minecraft.lodestone	Lodestone	磁石	磁石	磁石	礠石	ロードストーン	자석석	Đá nam châm
block.minecraft.loom	Loom	织布机	織布機	紡織機	機杼	機織り機	베틀	Khung cửi
block.minecraft.magenta_banner	Magenta Banner	品红色旗帜	紫紅色橫額	洋紅色旗幟	赬旗	赤紫色の旗	자홍색 현수막	Cờ hiệu đỏ sậm
block.minecraft.magenta_bed	Magenta Bed	品红色床	紫紅色牀	洋紅色床	赬床	赤紫色のベッド	자홍색 침대	Giường đỏ sậm
block.minecraft.magenta_candle	Magenta Candle	品红色蜡烛	紫紅色蠟燭	洋紅色蠟燭	赬燭	赤紫色のろうそく	자홍색 초	Nến đỏ sậm
block.minecraft.magenta_candle_cake	Cake with Magenta Candle	插上品红色蜡烛的蛋糕	插上紫紅色蠟燭的蛋糕	插上洋紅色蠟燭的蛋糕	赬燭之洋糕	赤紫色のろうそくが立てられたケーキ	자홍색 초를 꽂은 케이크	Bánh ngọt có nến đỏ sậm
block.minecraft.magenta_carpet	Magenta Carpet	品红色地毯	紫紅色地氈	洋紅色地毯	赬氍毹	赤紫色のカーペット	자홍색 양탄자	Thảm đỏ sậm
block.minecraft.magenta_concrete	Magenta Concrete	品红色混凝土	紫紅色混凝土	洋紅色混凝土	赬砼	赤紫色のコンクリート	자홍색 콘크리트	Bê tông đỏ sậm
block.minecraft.magenta_concrete_powder	Magenta Concrete Powder	品红色混凝土粉末	紫紅色混凝土粉末	洋紅色混凝土粉末	赬砼粉	赤紫色のコンクリートパウダー	자홍색 콘크리트 가루	Bột bê tông đỏ sậm
block.minecraft.magenta_glazed_terracotta	Magenta Glazed Terracotta	品红色带釉陶瓦	紫紅色釉陶	洋紅色釉陶	赬釉陶	赤紫色の彩釉テラコッタ	자홍색 유광 테라코타	Đất nung tráng men đỏ sậm
block.minecraft.magenta_shulker_box	Magenta Shulker Box	品红色潜影盒	紫紅色界伏盒	洋紅色界伏盒	赬贆櫝	赤紫色のシュルカーボックス	자홍색 셜커 상자	Hộp Shulker đỏ sậm
block.minecraft.magenta_stained_glass	Magenta Stained Glass	品红色染色玻璃	紫紅色染色玻璃	洋紅色玻璃	赬琉璃	赤紫色の色付きガラス	자홍색 색유리	Thủy tinh được nhuộm đỏ sậm
block.minecraft.magenta_stained_glass_pane	Magenta Stained Glass Pane	品红色染色玻璃板	紫紅色染色玻璃片	洋紅色玻璃片	赬琉璃嵌板	赤紫色の色付きガラス板	자홍색 색유리 판	Tấm thủy tinh được nhuộm đỏ sậm
block.minecraft.magenta_terracotta	Magenta Terracotta	品红色陶瓦	紫紅色陶瓦	洋紅色陶土	赬陶	赤紫色のテラコッタ	자홍색 테라코타	Đất nung đỏ sậm
block.minecraft.magenta_wool	Magenta Wool	品红色羊毛	紫紅色羊毛	洋紅色羊毛	赬羊毛	赤紫色の羊毛	자홍색 양털	Len đỏ sậm
block.minecraft.magma_block	Magma Block	岩浆块	岩漿塊	岩漿塊	火漿塊	マグマブロック	마그마 블록	Khối dung nham
block.minecraft.mangrove_button	Mangrove Button	红树木按钮	紅樹木按鈕	紅樹林木按鈕	沒潮木鈕	マングローブのボタン	맹그로브나무 버튼	Nút gỗ đước
block.minecraft.mangrove_door	Mangrove Door	红树木门	紅樹木門	紅樹林木門	沒潮木門	マングローブのドア	맹그로브나무 문	Cửa gỗ đước
block.minecraft.mangrove_fence	Mangrove Fence	红树木栅栏	紅樹木欄杆	紅樹林木柵欄	沒潮木檻	マングローブのフェンス	맹그로브나무 울타리	Hàng rào gỗ đước
block.minecraft.mangrove_fence_gate	Mangrove Fence Gate	红树木栅栏门	紅樹木閘門	紅樹林木柵欄門	沒潮木扉	マングローブのフェンスゲート	맹그로브나무 울타리 문	Cổng rào gỗ đước
block.minecraft.mangrove_hanging_sign	Mangrove Hanging Sign	悬挂式红树木告示牌	紅樹木吊牌	懸掛式紅樹林木告示牌	沒潮木懸牌	マングローブの吊り看板	맹그로브나무 매다는 표지판	Tấm biển treo gỗ đước
block.minecraft.mangrove_leaves	Mangrove Leaves	红树树叶	紅樹樹葉	紅樹林木樹葉	沒潮木葉	マングローブの葉	맹그로브나무 잎	Lá đước
block.minecraft.mangrove_log	Mangrove Log	红树原木	紅樹原木	紅樹林木原木	沒潮木樁	マングローブの原木	맹그로브나무 원목	Thân cây đước
block.minecraft.mangrove_planks	Mangrove Planks	红树木板	紅樹木板	紅樹林木材	沒潮木材	マングローブの板材	맹그로브나무 판자	Ván gỗ đước
block.minecraft.mangrove_pressure_plate	Mangrove Pressure Plate	红树木压力板	紅樹木壓力板	紅樹林木壓力板	沒潮木踏板	マングローブの感圧板	맹그로브나무 압력판	Đĩa cảm biến áp lực gỗ đước
block.minecraft.mangrove_propagule	Mangrove Propagule	红树胎生苗	紅樹胎生苗	紅樹林木胎生苗	沒潮木胚	マングローブの芽	맹그로브나무 주아	Chồi cây đước
block.minecraft.mangrove_roots	Mangrove Roots	红树根	紅樹根	紅樹林木根	沒潮木根	マングローブの根	맹그로브나무 뿌리	Rễ cây đước
block.minecraft.mangrove_sign	Mangrove Sign	红树木告示牌	紅樹木指示牌	紅樹林木告示牌	沒潮木牌	マングローブの看板	맹그로브나무 표지판	Tấm biển gỗ đước
block.minecraft.mangrove_slab	Mangrove Slab	红树木台阶	紅樹木半磚	紅樹林木半磚	沒潮木版	マングローブのハーフブロック	맹그로브나무 반 블록	Phiến gỗ đước
block.minecraft.mangrove_stairs	Mangrove Stairs	红树木楼梯	紅樹木樓梯	紅樹林木階梯	沒潮木階	マングローブの階段	맹그로브나무 계단	Cầu thang gỗ đước
block.minecraft.mangrove_trapdoor	Mangrove Trapdoor	红树木活板门	紅樹木地板門	紅樹林木地板門	沒潮木窖門	マングローブのトラップドア	맹그로브나무 다락문	Cửa sập gỗ đước
block.minecraft.mangrove_wall_hanging_sign	Mangrove Wall Hanging Sign	墙上的悬挂式红树木告示牌	牆上的紅樹木吊牌	牆上的懸掛式紅樹林木告示牌	壁中沒潮木懸牌	壁に付けられたマングローブの吊り看板	맹그로브나무 벽 매다는 표지판	Tấm biển treo gỗ đước trên tường
block.minecraft.mangrove_wall_sign	Mangrove Wall Sign	墙上的红树木告示牌	牆上的紅樹木指示牌	牆上的紅樹林木告示牌	壁中沒潮木牌	壁に付けられたマングローブの看板	맹그로브나무 벽 표지판	Tấm biển gỗ đước treo tường
block.minecraft.mangrove_wood	Mangrove Wood	红树木	紅樹木	紅樹林木塊	沒潮木	マングローブの木	맹그로브나무	Gỗ đước
block.minecraft.medium_amethyst_bud	Medium Amethyst Bud	中型紫晶芽	中型紫水晶芽	中型紫水晶芽	中紫水玉苗	中くらいのアメジストの芽	중간 자수정 봉오리	Nụ thạch anh tím trung bình
block.minecraft.melon	Melon	西瓜	西瓜	西瓜	寒瓜	スイカ	수박	Dưa hấu
block.minecraft.melon_stem	Melon Stem	西瓜茎	西瓜椗	西瓜梗	寒瓜莖	スイカの茎	수박 줄기	Cuống dưa hấu
block.minecraft.moss_block	Moss Block	苔藓块	青苔方塊	苔蘚方塊	蘚塊	苔ブロック	이끼 블록	Khối rêu
block.minecraft.moss_carpet	Moss Carpet	覆地苔藓	青苔	覆地苔蘚	地蘚	苔のカーペット	이끼 바닥	Thảm rêu
block.minecraft.mossy_cobblestone	Mossy Cobblestone	苔石	青苔碎石	青苔鵝卵石	苔䃮	苔むした丸石	이끼 낀 조약돌	Đá cuội phủ rêu
block.minecraft.mossy_cobblestone_slab	Mossy Cobblestone Slab	苔石台阶	青苔碎石半磚	青苔鵝卵石半磚	苔䃮版	苔むした丸石のハーフブロック	이끼 낀 조약돌 반 블록	Phiến đá cuội phủ rêu
block.minecraft.mossy_cobblestone_stairs	Mossy Cobblestone Stairs	苔石楼梯	青苔碎石樓梯	青苔鵝卵石階梯	苔䃮階	苔むした丸石の階段	이끼 낀 조약돌 계단	Cầu thang đá cuội phủ rêu
block.minecraft.mossy_cobblestone_wall	Mossy Cobblestone Wall	苔石墙	青苔碎石牆	青苔鵝卵石牆	苔䃮垣	苔むした丸石の塀	이끼 낀 조약돌 담장	Tường đá cuội phủ rêu
block.minecraft.mossy_stone_brick_slab	Mossy Stone Brick Slab	苔石砖台阶	青苔石磚半磚	青苔石磚半磚	苔磚版	苔むした石レンガのハーフブロック	이끼 낀 석재 벽돌 반 블록	Phiến gạch đá phủ rêu
block.minecraft.mossy_stone_brick_stairs	Mossy Stone Brick Stairs	苔石砖楼梯	青苔石磚樓梯	青苔石磚階梯	苔磚階	苔むした石レンガの階段	이끼 낀 석재 벽돌 계단	Cầu thang gạch đá phủ rêu
block.minecraft.mossy_stone_brick_wall	Mossy Stone Brick Wall	苔石砖墙	青苔石磚牆	青苔石磚牆	苔磚垣	苔むした石レンガの塀	이끼 낀 석재 벽돌 담장	Tường gạch đá phủ rêu
block.minecraft.mossy_stone_bricks	Mossy Stone Bricks	苔石砖	青苔石磚	青苔石磚	苔磚	苔むした石レンガ	이끼 낀 석재 벽돌	Gạch đá phủ rêu
